SAE,AAVE
"Alright listen, I have a special on tattoos. Bring two and spend $25 and get one free. Nobullshit. Hit me up for more information
","AYE LISTEN GOT AH SPECIAL ON TATTOOS BRING 2 SPENDIN 25 GET YOU 1 FREE NOBULL HMU FOR MORE INFO!!!!!!!!!!!
"
"I'm about to kick my feet up and sip on a little drinkydrink to ease my mind
","Bought to kick my feet up and sip on a lil drinkydrink to ease my mind
"
"I can't lie, when I worked for future care I wanted to work in housekeeping. They swear they had the best job.
","I can't lie when I worked for future care I wanted to work in housekeeping lmao... They swearthey had tha best job!!!
"
"Please tell your friend that her braids look fucked up. I keep wanting to twist those bigthings up into a bun
","Pls tell y'all friend her braids looked fuck'd up... Keep wanting to twist them bigshits up in a bun
"
"I am in no way trying to rush myself to grow up, but ages 21 and up just have more options thanages 20 and under do, that's funny
","I am in no way Tryna rush to grow up but 21 and up just got more options then20 and under do lol
"
"I need to figure out how to manage these two jobs. Well, ifI get the other one
","I need to try and work these too jobs out; well ifI get the other one
"
"I need to find some Air Jordan Pink 11s. I don't know what I was thinkingnot getting them when I had the chance
","I need to find those pink 11s; wtf was I thinkingnot going to get them
"
"Sometime over the past week I forgot the entire plot of HarryPotter. Poof. It's all gone
","Somewhere in the past week I forgot then entire plot of HarryPotter. Poof. It's all gone.
"
"I saw one of those son of a guns in a yard on my way hometoday. I right near stole him.
","Saw one of those son of a guns in a yard on my way hometoday. Right near stole him.
"
"I would be a terrible kitty owner. I am not home enough to keep it company, andsomeone else took it home.
","I'd be a terrible kitty owner. I'm not home enough to keep it company...andsomeone else took it home.
"
"Man, fuck that hoe. Man, my brother and them had thathow, and then Bryan Frazier
","Man fuck dat hoe man my nigga n dem had dathoe n the Bryan Frazier
"
"Think about what my life could be, that's when I poura drink and smoke this marijuana
","Think about wat my life could b that's when I pourup n light this weed
"
"I've been listening to my SL brothers all day, but not because they're my friends. They're just better than you rappers.
","I been listening to my SL bros all day...but not because they my homies theyjust better than you rappers
"
"We'l you should've came to the best person for the job, which happens to be me but I understandyou don't deal with me anymore.
","we'll u should have came to the beat person for the job...... Me but I see udon't fuck wit me nomore
"
"My grandma told Eric he can spend the night knowing I am mad at his ass. Now, I gone and slipped upand let him dump the motherfucker. Laughing, but very serious.
","My grandma told Eric he can spend da night knowing I was mad at his ass.......... Now I done slipped upn let him dtmf lbvvvvvvs
"
"Tell your sister that you are a grown woman and you can make your owndecisions, thanks for her concern
","tell yo sister that you R a grown woman and U can make UR owndecisions... Thanks for her concern...
"
"If you read both of the tweets, I changed it up for you, because you're specia
","if U read both of the tweets... I changed it up forU because U R special...
"
"I must say, the girl was a complete waste of my time. Shit, I'm doing wonderful without her andmy BD. Seriously, fuck relationships
","- Ii Must Say Shordy Was Ah Complete Waste Of Mhy Time Shid Um Doin Wonderful Without Ha &&'dMhy BD Pidd Fuk Relationships
"
"When you try to start issues. I dont need to be involved.
","Sometimes the shit you fuck with, is just not what mylife needs to fuck with.
"
"The only logical reason to watch basketball is because of men who date the Kardashians. Is that similar to pretending to like \""Downton Abbey?\
","The only logical reason to watch basketball is Kardashian-related men. is that likepretending to like Downton Abbey?
"
"rachel has been ignoring the texts. I am going to confront her. I will put her in her place
","If dis rachet hoe dnt txt me bck>> ima walk to haa housend slap haa ugly ass!
"
"A teacher got into a fight with a student this morning. Now she is unemployed. She lost her job with only a fewdays left of school. What a shame
","Teacher Got in a fight with a student this morning?? Now she is unemployed. Lost her job with only a fewdays left of school smh.
"
"This lady is supposed to sing \""The Negro National Anthem\"" but she just whispers to me \""Idon't know the words\"". Huh
","This lady is suppose to sing The Negro National Anthem but she just whispers to me "" Idon't know the words"" huh?
"
"It's too early for the drunken friday night club pictures on instagram, right? Because I just saw a..
","Its too early for the Drunk busted friday night club pics on IG right?Cause I just saw a.....
"
"As Salaam Alaikum, how can we help our children in public school to stop being funneled into prison.
","As Salaam Alaikum how can we help our children in public school tostop being funneled into prison.
"
"You stop talking to me and yes, I do. What did you just do thatyou need a confirmation code for
","you stop talking to me, & yes I Do. What you just made thatyou need a confirmation code?
"
"Hey, we are gonna go have some family time today. I will sneek in some schoolwork photosI need for my assignment
","Hey world gonna do some family time today. And I will Sneek in some schoolflow photosI need for my assignment.
"
"I was at my brother's graduation. I DVR'd it and saw the fourth and OT when we went out to eat. There was no sound on theTV. My phone and were
","I was my bro's graduation DVR'd it Saw the 4th & OT when we went out to eat No sound on thetv My phone & were
"
"So I got into trouble for leaving work early!!! If it ain't one thing it's another.With mac and Sac!!
","So i got in trouble for leaving work early!!! If i aint on thang is anotherwit mac and sac!!!!
"
"Knowing that people in Africa were royal was a plus, but it didn't do much for my own identity. Knowing that, I'm a joint heir with Jesus.
","Knowing that people in African were royal was a plus but didn't much for my own identity. Knowing that I'm ajoint heir w/ Jesus did.
"
"Mailmen that are in the hood get chased by dogs and harassed whensocial security checks are late
","Mailmen in the hood get chased by dogs and harassed whensocial security checks are late
"
"People were standing in line all night just to be the first customers at the new Chic-fil-a inHampton Cove, and it's not that deep.
","People stood in line all night just be the first customers at the new chickfila inHamptonCove. It's not that deep.
"
"My mom is in Miami getting ready to go on a cruise while I'm in HSV in theclassroom on a damn Saturday
","My mom is in Miami getting ready to go on a cruise while I'm in hsv in theclassroom on a damn Saturday
"
"Heat fans have NO room to talk about flopping unless you are talking aboutthat bitch in the jersey
","Heat fans have NO room to talk about flopping unless you talking aboutthat bitch in the jersey
"
"Their spread offense is totally different. They are going to pass first offense. His blind side tackle is gone, so there are big shoes to fill.
","their spread offense is totally different. They are a pass first O. His blind side tackle isgone. Big shoes to fill
"
"I just liked it for the documentaries, but the same ones have beenon there for over a year
","I just liked it for the documentaries but the same ones beenon there over a year.
"
"SPANISHSPANIS
","No puedo dejar de iñpresionarme, por la necia actitud de vender tu patria a imbesiles, que ni siquiera han sustentado lade ellos, no a cuba
"
"Every Saturday, these people on the block opposite of mine have a barbecue. Cool... If only their weird sound system didn'tconstantly give me a headache
","Every Sat, these people on the block opposite mine have a BBQ - Cool.. If only their WACK sound system didn'tconstantly give me a headache
"
