sentid,pairid,type,comparison,sentence
1958,1957,AAE,unexpected,"Jus crushed a whole steak and cheese wit the salt pepper thick cut fries with the bombest fruit punch Iever had... I'm Gucci now
"
1958,1958,SAE,expected,"Man, damn you. I bet I won't say shit to you anymore. I swear on my mom. Fuck it, I don't even care
"
1959,1958,AAE,unexpected,"Man damn u i bet i wnt say shit to u no mo on myma fuk dt ion care
"
1959,1959,SAE,expected,"Man, I can't take this shit. Trying to love someone who doesn't even care about you, and who doesn't love you back, and is playing around withme. Man, kicking the damn rocks
"
1960,1959,AAE,unexpected,"Man i cnt take this ish tryna love someone who dnt een care bout cha n who dnt love ya bk n playing round wiffme man kick damn rocks
"
1960,1960,SAE,expected,"If you can't trust me, man, what's the use of this, brother?Fuck it, dog, for real
"
1961,1960,AAE,unexpected,"If u cnt trust me man wts d use of dis bruhfukk it dawgg like frfr
"
1961,1961,SAE,expected,"Man fuck it, I don't get her at all, like what the fuck is thisstuff, it makes me angry, man
"
1962,1961,AAE,unexpected,"Man fuk it ion get her at all like wtf disjunk burn me up man
"
1962,1962,SAE,expected,"When the roller coaster flipped and I was upside down.My friend was laughing.
"
1963,1962,AAE,unexpected,"as soon as that mtf went up , & we was upside down - I was, & shai was laughin
"
1963,1963,SAE,expected,"On the first day of school I'm going to smoke. Then I'm going to be friends with my teachers sothat I can get good grades
"
1964,1963,AAE,unexpected,"First day of school imma bless my lungs then imma be friends with my teachers soI can get good grades
"
1964,1964,SAE,expected,"I'm still getting used to this life proof case. I have to hit the buttonsharder for them to register
"
1965,1964,AAE,unexpected,"I'm still getting used to this life proof case. I have to hit the buttonsharder for them to register.
"
1965,1965,SAE,expected,"Waffle Tacos are a sign that we, as the human race, are evolving. We need to spreadwaffle tacos through the universe
"
1966,1965,AAE,unexpected,"Waffle Tacos are a sign that we, as the human race, are evolving. We need to spreadwaffle tacos through the universe.
"
1966,1966,SAE,expected,"Mogs are not on Twitter until about 8. Lame ass. I am up and doing work before Iget to work. Who am I
"
1967,1966,AAE,unexpected,"Mogs aint on twitter til about 8...Lame ass me up and doing work be4 Iget 2 work...who am I?
"
1967,1967,SAE,expected,"My friend, if you get to the altar and you're still in love with someone else, you'rea liar and a whore
"
1968,1967,AAE,unexpected,"fam if u get to the Alter and u still in love with another...ura liar and a heaux
"
1968,1968,SAE,expected,"Whitley may be one of the reasons I never preferred light-skinned women. Dwayne was beneath her before he wentto Japan and got on.
"
1969,1968,AAE,unexpected,"Whitley may be 1 of the reasons I neva preferred liteskin women..Dwayne was beneath her before he wentto Japan and got on
"
1969,1969,SAE,expected,"Hey, guys are still out here accepting badly built mulatto-colored girls becausethey have good hair
"
1970,1969,AAE,unexpected,"Aye mogs out here still accepting badly built mulatto chicks cuzthey got good hair tho?
"
1970,1970,SAE,expected,"I just thought about that my little brothers do not know shit about popping the cassette out, flippingit, fast forwarding, just to rewind.
"
1971,1970,AAE,unexpected,"Just thought about dat my lil bros don't know shit about popping the cassette out flippingit fastforwarding just to rewind...
"
1971,1971,SAE,expected,"In other news. If have partaken in grooming and no one notices me I am going to feel less important.
"
1972,1971,AAE,unexpected,"on the flip side if I gotta fresh fade and dressed up and got NO extra eyes onme imma feel away lol
"
1972,1972,SAE,expected,"My true love is looking for trouble tonight, I see. You black men are the people my parents told meto stay away from. Laugh out loud.
"
1973,1972,AAE,unexpected,"My TL is looking for trouble 2nite I see...u niggaz are the ppl my parents told me2 stay away from lol
"
1973,1973,SAE,expected,"Is a chick a \""hoe\"" if she can't remember the name ofevery man she ever fucked
"
1974,1973,AAE,unexpected,"Is a chick a ""hoe"" if she can't remember the name ofevery man she eva fucked?
"
1974,1974,SAE,expected,"So many fat girls that have natural hair only want to get the\""your hair is cute\"" compliment
"
1975,1974,AAE,unexpected,"So many big girls with natural hair that live for the""your hair is cute"" compliment...
"
1975,1975,SAE,expected,"I need an assistant to take my truck to Indiana. Fill it up, and get it washed at Kleen
"
1976,1975,AAE,unexpected,"I need an assistant to take my truck to Indiana to fill up andget it washed at Kleen!
"
1976,1976,SAE,expected,"I'm going to try to make it to your event, but my schedule is crazy right now. Are you going to bethere on time or not
"
1977,1976,AAE,unexpected,"imma try 2 make ya groove, but my schedule is crazy rite now, u gonna bethere on time? Or nah?
"
1977,1977,SAE,expected,"It probably wasn't the best idea to drink an iced coffee at two in the morning. As if I don't knowwhat caffeine does to me
"
1978,1977,AAE,unexpected,"Prob wasn't best idea to drink an ice coffee at 2 am. As if i don't knowwhat caffeine does to me
"
1978,1978,SAE,expected,"It's much too early for your low-class tendencies to bedisplayed over Flaming Hots, brother
"
1979,1978,AAE,unexpected,"its way 2 early for ur hood rat tendencies to beshown over flaming hots bro!
"
1979,1979,SAE,expected,"To all the old dudes going to their old yard toto \""help\"" the freshmen move in... I'm laughing
"
1980,1979,AAE,unexpected,"2 all the old niggaz going to they old yard to""help"" the freshmen move in...lol
"
1980,1980,SAE,expected,"I really hate you girls that think you're all that because youalways shop at Forever 21... I'm laughing
"
1981,1980,AAE,unexpected,"I really hate u chicks dat think yall all that cuz ustay shopping at Forever 21...lol
"
1981,1981,SAE,expected,"Great. I then got back to it. I did a naked jumping jacklast month and felt something.
"
1982,1981,AAE,unexpected,"good shit...I den got back 2 to it...I did a nakid jumping jacklast month and felt sumthing...
"
1982,1982,SAE,expected,"You're brave as hell getting a car wash out west and youaren't carrying a gun on you
"
1983,1982,AAE,unexpected,"u brave as hell getting a car wash out west and uaint gotta cannon on u!
"
1983,1983,SAE,expected,"I wonder if she is going to be able to lose that baby weight. It still looks fun andthick, just not her old size.
"
1984,1983,AAE,unexpected,"I wonder if she gonna be able to lose that baby weight...it still look fun andthick...just not her old size.
"
1984,1984,SAE,expected,"Have headphones gone out of style? People just play songs on their cell phoneson speaker like it's normal
"
1985,1984,AAE,unexpected,"Have head phones went outta style? Mogs just play songs on they cellphoneson speaker like its normal.
"
1985,1985,SAE,expected,"The girl has some issues from life. But she cant keep using her background as a crutch.She needs to stop crying wolf.
"
1986,1985,AAE,unexpected,"she def been dealt some tuff cards...but in 15 years I don't think same excusesshould be used as 2day.
"
1986,1986,SAE,expected,"It's not just dunking. They simply do shit I can't physically do. Running a 40-yard dash in five secondsis not exciting to watch
"
1987,1986,AAE,unexpected,"not JUST dunking...simply do shit EYE cant physically do. Running a 40yards in 5 secondsis NOT exciting to watch.
"
1987,1987,SAE,expected,"Kids can play basketball and get the same injuries. its just i like to watch baskeball at a pace that is faster with better athlete
"
1988,1987,AAE,unexpected,"children can hoop and get same injuries. its simply I like to watch Basketball at afaster pace and greater athleticism.
"
1988,1988,SAE,expected,"The neighborhood women are complete deceivers. What they really mean is they would look cute inthat outfit, not that other woman
"
1989,1988,AAE,unexpected,"the ""homegirls"" are complete send offs. What they really mean is THEY would be cute inthat outfit, not ole girl.
"
1989,1989,SAE,expected,"I totally get why black people give up and just play thesystem to barely survive. It's easy
"
1990,1989,AAE,unexpected,"I totally get why niggaz give up and just play thesystem to barely survive...its EASY!
"
1990,1990,SAE,expected,"In the middle of Illinois, and Mogs only has Internet to pass thetime, is the cause. Laugh out loud.
"
1991,1990,AAE,unexpected,"Middle of Illionis and mogs only got internet to pass theytime is the cause lol
"
1991,1991,SAE,expected,"It is very unlikely that Stern in his last years will allow Spurs versus Pacers in the finals. He is not going topermit WNBA viewership numbers
"
1992,1991,AAE,unexpected,"no way in hell Stern in his last years will allow Spurs vs Pacers in a finals....he aint gonnaallow WNBA numbers on viewership.
"
1992,1992,SAE,expected,"We all have jumped into the Pool of Designer... Once you jump out,you're never the same again
"
1993,1992,AAE,unexpected,"we all have jumped into the Pool of Designer...once u jump outur neva the same again
"
1993,1993,SAE,expected,"Elementary school taught that dinosaurs were vehicles. People are gullible.
"
1994,1993,AAE,unexpected,"in grammer school my teacher said the 1st form of transporation for humanswas prob dinosaurs...they believe anything.
"
1994,1994,SAE,expected,"What will it take for the black men to be moved to the suburbsand the whites to regain the city
"
1995,1994,AAE,unexpected,"it will take for the niggaz to be moved to burbsand whites regain the city.
"
1995,1995,SAE,expected,"I agree! So go obtain those other jobs if you’re not happywith the wages you’re getting
"
1996,1995,AAE,unexpected,"I agree! So go obtain them other jobs if ur not happywith the wage ya getting.
"
1996,1996,SAE,expected,"What is wrong with holding people accountable for their own success? And I am saying that asa black man in America
"
1997,1996,AAE,unexpected,"What's wrong with holding ppl accountable for they own success? And I'm saying that asa Black Man in America!
"
1997,1997,SAE,expected,"You haven’t reached your full potential until a lesbian is considering asking you to be the sperm donor forher and her partner to have a child.
"
1998,1997,AAE,unexpected,"U aint the shit until a Femme have u on they radar to provide herand her mate a child...
"
1998,1998,SAE,expected,"There is a 6'2 woman that works near my job. I guard myself every time she walks past me.
"
1999,1998,AAE,unexpected,"There is a 6'2 325 Pound woman that works near my gig...I bald my fist upeverytime she walks past me.
"
1999,1999,SAE,expected,"Regardless of whether it's true or not, shit, that's my man. If I want to fuck him on a plane 3,000 feet in thefucking air, I'm going to do it
"
2000,1999,AAE,unexpected,"Regardless of its true or not shid thats my nigga ,if iwanna fckk him on a plane 3,000 ft in thaafckkin air imma do it
"
2000,2000,SAE,expected,"I might choose not to go; I’ve got a lot of homework to complete. School is my priority this yearand next, so I can graduate
"
